"","filename","Date","Time","Site","Unit ID","User ID","°F-21A104910","mmHg-21A105443","DO %-21A106679","DO mg/L-21A106679","SPC-uS/cm-21A104910","C-uS/cm-21A104910","nLFC-uS/cm-21A104910","ohm-cm-21A104910","TDS mg/L-21A104910","SAL-PSU-21A104910","Density-21A104910","Density-T-21A104910","pH-21B101988","pH mV-21B101988","Phycocyanin RFU-21B101736","Phycocyanin ug/L-21B101736","Chlorophyll RFU-21B101736","Chlorophyll ug/L-21B101736","DEP m-20M103012","Vpos m-20M103012"
"4235","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:42:27,"Tank 19","Strauss lab 1",NA,63.907,753.8,124,11.8,157.8,135.9,159.7,7359,103,0.07,-1.3,-1.3,10.25,-281.5,0.75,0.74,5.27,21.67,-0.002,0.002
"4236","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:42:30,"Tank 19","Strauss lab 1",NA,63.872,754,124.6,11.86,157.8,135.9,159.8,7361,103,0.07,-1.3,-1.3,10.25,-281.9,0.82,0.81,4.96,20.36,-0.004,0.009
"4237","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:42:33,"Tank 19","Strauss lab 1",NA,63.83,753.8,125,11.91,157.9,135.8,159.8,7363,103,0.07,-1.3,-1.3,10.26,-282.2,0.82,0.8,4.68,19.2,-0.006,0.001
"4238","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:42:36,"Tank 19","Strauss lab 1",NA,63.789,753.8,125.4,11.95,157.9,135.8,159.8,7364,103,0.07,-1.3,-1.3,10.26,-282.4,0.78,0.77,4.63,19.01,-0.006,0.004
"4239","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:42:39,"Tank 19","Strauss lab 1",NA,63.759,753.9,125.7,11.99,157.9,135.8,159.9,7366,103,0.07,-1.3,-1.3,10.27,-282.6,0.66,0.64,4.68,19.19,-0.005,-0.008
"4240","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:42:42,"Tank 19","Strauss lab 1",NA,63.736,753.9,126,12.01,158,135.7,159.9,7368,103,0.07,-1.3,-1.3,10.27,-282.8,0.57,0.55,5.72,23.51,-0.002,0.007
"4241","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:42:45,"Tank 19","Strauss lab 1",NA,63.714,753.8,126.2,12.03,158,135.7,159.9,7369,103,0.07,-1.3,-1.3,10.27,-282.9,0.6,0.58,6.02,24.78,-0.002,0.007
"4242","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:42:48,"Tank 19","Strauss lab 1",NA,63.687,753.8,126.3,12.05,158,135.7,159.9,7370,103,0.07,-1.3,-1.3,10.27,-282.9,0.72,0.7,5.36,22.01,-0.004,0.009
"4243","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:42:51,"Tank 19","Strauss lab 1",NA,63.664,753.9,126.6,12.08,158,135.7,160,7371,103,0.07,-1.3,-1.3,10.27,-282.9,0.75,0.74,4.25,17.4,-0.003,0.008
"4244","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:42:54,"Tank 19","Strauss lab 1",NA,63.648,753.9,126.8,12.1,158,135.7,160,7372,103,0.07,-1.3,-1.3,10.27,-282.9,0.75,0.73,4.47,18.32,-0.005,-0.012
"4245","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:45:28,"Tank 29","Strauss lab 1",NA,68.416,754,111.6,10.1,161.5,146.8,162.9,6811,105,0.08,-1.8,-1.8,9.86,-260.8,0.11,0.08,0.44,1.57,-0.006,-0.02
"4246","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:45:31,"Tank 29","Strauss lab 1",NA,68.396,753.9,112.2,10.15,161.5,146.8,162.9,6812,105,0.08,-1.8,-1.8,9.86,-261.3,0.12,0.1,0.39,1.36,-0.004,0.008
"4247","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:45:34,"Tank 29","Strauss lab 1",NA,68.377,753.9,112.7,10.2,161.5,146.8,162.9,6813,105,0.08,-1.8,-1.8,9.87,-261.7,0.11,0.09,0.37,1.26,-0.006,-0.008
"4248","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:45:37,"Tank 29","Strauss lab 1",NA,68.357,753.8,113.1,10.24,161.6,146.7,162.9,6815,105,0.08,-1.8,-1.8,9.88,-262,0.08,0.06,0.48,1.71,-0.006,-0.013
"4249","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:45:40,"Tank 29","Strauss lab 1",NA,68.336,753.9,113.4,10.27,161.6,146.7,163,6816,105,0.08,-1.8,-1.8,9.88,-262.1,0.11,0.09,0.54,1.98,-0.003,-0.006
"4250","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:45:43,"Tank 29","Strauss lab 1",NA,68.312,753.9,113.7,10.3,161.6,146.7,163,6817,105,0.08,-1.8,-1.8,9.88,-262.2,0.16,0.14,0.55,2.03,-0.002,0.008
"4251","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:45:46,"Tank 29","Strauss lab 1",NA,68.293,753.9,114,10.33,161.6,146.7,163,6818,105,0.08,-1.8,-1.8,9.88,-262.3,0.15,0.13,0.51,1.86,-0.005,0
"4252","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:45:49,"Tank 29","Strauss lab 1",NA,68.279,753.9,114.2,10.35,161.6,146.6,163,6819,105,0.08,-1.8,-1.8,9.89,-262.4,0.14,0.12,0.39,1.34,-0.005,-0.008
"4253","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:45:52,"Tank 29","Strauss lab 1",NA,68.266,753.8,114.4,10.36,161.6,146.6,163,6820,105,0.08,-1.8,-1.8,9.89,-262.6,0.09,0.07,0.33,1.12,-0.001,0.007
"4254","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:47:23,"Tank 31","Strauss lab 1",NA,68.227,753.8,95.5,8.66,165.5,150.1,166.9,6662,108,0.08,-1.8,-1.8,9.76,-255.5,0.65,0.64,0.84,3.24,-0.002,0.003
"4255","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:47:26,"Tank 31","Strauss lab 1",NA,68.235,753.9,97,8.79,165.5,150.1,166.9,6661,108,0.08,-1.8,-1.8,9.78,-256.2,0.27,0.25,0.71,2.69,0,0.007
"4256","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:47:29,"Tank 31","Strauss lab 1",NA,68.221,753.9,98.1,8.89,165.6,150.1,167,6660,108,0.08,-1.8,-1.8,9.79,-256.8,0.1,0.07,0.78,2.97,-0.002,0.002
"4257","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:47:32,"Tank 31","Strauss lab 1",NA,68.196,753.9,99,8.98,165.7,150.2,167.1,6659,108,0.08,-1.8,-1.8,9.8,-257.4,0.12,0.09,0.84,3.23,-0.004,-0.008
"4258","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:47:35,"Tank 31","Strauss lab 1",NA,68.156,753.9,99.8,9.05,165.8,150.2,167.2,6657,108,0.08,-1.8,-1.8,9.8,-257.8,0.2,0.18,0.93,3.6,-0.005,-0.008
"4259","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:47:38,"Tank 31","Strauss lab 1",NA,68.123,754,100.4,9.11,165.9,150.2,167.3,6656,108,0.08,-1.7,-1.7,9.81,-257.9,0.16,0.14,1.03,4.01,-0.002,-0.009
"4260","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:47:41,"Tank 31","Strauss lab 1",NA,68.099,753.8,101,9.17,165.9,150.2,167.4,6656,108,0.08,-1.7,-1.7,9.81,-258,0.21,0.18,1.01,3.94,-0.002,-0.008
"4261","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:49:50,"Tank 35","Strauss lab 1",NA,63.778,753.8,126.9,12.09,156.3,134.4,158.2,7443,102,0.07,-1.3,-1.3,10.32,-285.8,1.08,1.07,8.05,33.22,-0.004,0
"4262","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:49:53,"Tank 35","Strauss lab 1",NA,63.759,753.8,127.3,12.14,156.3,134.4,158.2,7443,102,0.07,-1.3,-1.3,10.32,-285.8,1.15,1.14,8.34,34.45,-0.008,-0.01
"4263","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:49:56,"Tank 35","Strauss lab 1",NA,63.743,753.8,127.8,12.19,156.3,134.4,158.3,7443,102,0.07,-1.3,-1.3,10.32,-285.7,1.14,1.13,8.49,35.07,-0.007,0.001
"4264","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:49:59,"Tank 35","Strauss lab 1",NA,63.73,753.8,128.2,12.23,156.4,134.4,158.3,7442,102,0.07,-1.3,-1.3,10.32,-285.7,1,0.99,8.53,35.24,-0.006,-0.01
"4265","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:50:02,"Tank 35","Strauss lab 1",NA,63.719,753.8,128.7,12.27,156.4,134.4,158.3,7443,102,0.07,-1.3,-1.3,10.32,-285.6,0.98,0.96,8.39,34.63,-0.006,-0.011
"4266","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:50:05,"Tank 35","Strauss lab 1",NA,63.71,753.8,129,12.31,156.4,134.3,158.3,7443,102,0.07,-1.3,-1.3,10.32,-285.5,1,0.98,7.99,32.99,-0.004,0.007
"4267","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:50:08,"Tank 35","Strauss lab 1",NA,63.701,753.8,129.4,12.34,156.4,134.3,158.3,7444,102,0.07,-1.3,-1.3,10.32,-285.4,1.05,1.03,7.69,31.72,-0.005,0.006
"4268","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:50:11,"Tank 35","Strauss lab 1",NA,63.692,753.8,129.7,12.37,156.4,134.3,158.3,7444,102,0.07,-1.3,-1.3,10.31,-285.2,1.02,1.01,7.51,30.98,-0.006,0.007
"4269","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:52:15,"Tank 32","Strauss lab 1",NA,68.339,753.8,115,10.41,179,162.5,180.5,6153,116,0.08,-1.8,-1.8,9.68,-250.8,0.19,0.17,0.29,0.93,-0.005,-0.006
"4270","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:52:18,"Tank 32","Strauss lab 1",NA,68.331,753.8,115.4,10.45,178.9,162.5,180.4,6155,116,0.08,-1.8,-1.8,9.68,-250.9,0.23,0.21,0.19,0.52,-0.004,-0.007
"4271","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:52:21,"Tank 32","Strauss lab 1",NA,68.327,753.9,115.6,10.47,178.9,162.4,180.4,6157,116,0.08,-1.8,-1.8,9.68,-250.9,0.1,0.08,0.17,0.42,-0.004,-0.009
"4272","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:52:24,"Tank 32","Strauss lab 1",NA,68.323,753.8,115.8,10.49,178.9,162.4,180.4,6157,116,0.08,-1.8,-1.8,9.68,-250.8,0.16,0.14,0.19,0.53,-0.004,0.004
"4273","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:52:27,"Tank 32","Strauss lab 1",NA,68.321,753.9,116.1,10.51,178.9,162.4,180.4,6157,116,0.08,-1.8,-1.8,9.68,-250.6,0.15,0.12,0.22,0.63,-0.004,0.005
"4274","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:52:30,"Tank 32","Strauss lab 1",NA,68.32,753.8,116.2,10.53,178.9,162.4,180.4,6157,116,0.08,-1.8,-1.8,9.67,-250.4,0.16,0.13,0.25,0.77,-0.003,0.004
"4275","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:52:33,"Tank 32","Strauss lab 1",NA,68.318,753.8,116.4,10.54,178.9,162.4,180.4,6157,116,0.08,-1.8,-1.8,9.67,-250.3,0.14,0.11,0.35,1.16,-0.002,-0.01
"4276","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:52:36,"Tank 32","Strauss lab 1",NA,68.317,753.9,116.5,10.56,178.9,162.4,180.4,6157,116,0.08,-1.8,-1.8,9.67,-250.1,0.14,0.11,0.37,1.28,-0.004,-0.009
"4277","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:54:33,"Tank 45","Strauss lab 1",NA,69.035,753.8,97.7,8.77,161,147.4,162.2,6787,105,0.08,-1.9,-1.9,9.47,-239.1,0.23,0.2,0.4,1.39,-0.001,0.016
"4278","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:54:36,"Tank 45","Strauss lab 1",NA,68.99,753.8,98.2,8.83,160.9,147.3,162.2,6791,105,0.08,-1.9,-1.8,9.49,-239.8,0.3,0.28,0.41,1.42,-0.002,-0.01
"4279","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:54:39,"Tank 45","Strauss lab 1",NA,68.945,753.8,99,8.91,161,147.2,162.3,6793,105,0.08,-1.8,-1.8,9.5,-240.4,0.19,0.16,0.3,0.99,-0.001,-0.008
"4280","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:54:42,"Tank 45","Strauss lab 1",NA,68.912,753.9,99.8,8.98,161,147.2,162.3,6794,105,0.08,-1.8,-1.8,9.5,-240.9,0.09,0.07,0.28,0.91,0,0.007
"4281","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:54:45,"Tank 45","Strauss lab 1",NA,68.889,753.8,100.5,9.05,161,147.2,162.3,6796,105,0.08,-1.8,-1.8,9.51,-241.3,0.1,0.08,0.28,0.89,-0.003,0.001
"4282","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:54:48,"Tank 45","Strauss lab 1",NA,68.867,753.8,101.1,9.1,161,147.1,162.3,6798,105,0.08,-1.8,-1.8,9.52,-241.6,0.18,0.15,0.22,0.62,-0.004,0
"4283","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:54:51,"Tank 45","Strauss lab 1",NA,68.847,753.9,101.5,9.14,161,147,162.3,6801,105,0.08,-1.8,-1.8,9.52,-242,0.17,0.15,0.25,0.75,-0.003,0.004
"4284","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:56:19,"Tank 46","Strauss lab 1",NA,69.931,753.9,101.8,9.06,159,147.1,160.1,6799,103,0.07,-2,-2,9.37,-233.5,0.32,0.3,1.46,5.79,-0.002,-0.008
"4285","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:56:22,"Tank 46","Strauss lab 1",NA,69.964,753.8,102.2,9.09,159,147.1,160.1,6798,103,0.07,-2,-2,9.38,-234,0.36,0.34,1.44,5.72,0,-0.002
"4286","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:56:25,"Tank 46","Strauss lab 1",NA,69.965,753.8,102.6,9.13,159,147.1,160.1,6798,103,0.07,-2,-2,9.39,-234.4,0.41,0.39,0.88,3.39,-0.001,0.007
"4287","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:56:28,"Tank 46","Strauss lab 1",NA,69.952,753.9,103.1,9.18,158.9,147.1,160.1,6800,103,0.07,-2,-2,9.39,-234.7,0.41,0.39,1.29,5.08,-0.003,0.011
"4288","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:56:31,"Tank 46","Strauss lab 1",NA,69.94,753.9,103.9,9.24,158.9,147,160.1,6802,103,0.07,-2,-2,9.4,-234.9,0.38,0.36,0.73,2.76,-0.006,-0.007
"4289","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:56:34,"Tank 46","Strauss lab 1",NA,69.927,753.9,104.5,9.3,158.9,147,160.1,6803,103,0.07,-2,-2,9.4,-235.1,0.32,0.3,1.05,4.09,-0.003,0.004
"4290","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:56:37,"Tank 46","Strauss lab 1",NA,69.91,753.8,105,9.35,158.9,147,160.1,6803,103,0.07,-2,-2,9.4,-235.2,0.32,0.3,1.17,4.61,-0.002,-0.004
"4291","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:56:40,"Tank 46","Strauss lab 1",NA,69.892,753.9,105.5,9.39,159,147,160.1,6803,103,0.07,-2,-2,9.4,-235.3,0.21,0.19,3.14,12.78,-0.004,-0.009
"4292","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:56:43,"Tank 46","Strauss lab 1",NA,69.878,753.9,105.9,9.43,159,147,160.1,6804,103,0.07,-2,-2,9.4,-235.3,0.24,0.22,1.88,7.56,-0.004,-0.012
"4293","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:56:46,"Tank 46","Strauss lab 1",NA,69.874,753.9,106.3,9.46,159,147,160.1,6805,103,0.07,-2,-2,9.4,-235.3,0.31,0.29,1.79,7.16,-0.003,0.012
"4294","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:56:49,"Tank 46","Strauss lab 1",NA,69.874,753.9,106.6,9.49,158.9,146.9,160.1,6806,103,0.07,-2,-2,9.4,-235.3,0.29,0.26,1.66,6.62,-0.002,0
"4295","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:58:43,"Tank 47","Strauss lab 1",NA,69.627,753.9,105,9.38,165.4,152.5,166.7,6557,108,0.08,-1.9,-1.9,9.54,-243,0.34,0.32,1.56,6.22,0,-0.008
"4296","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:58:46,"Tank 47","Strauss lab 1",NA,69.583,753.9,105.5,9.42,165.5,152.4,166.7,6560,108,0.08,-1.9,-1.9,9.54,-243.3,0.32,0.29,1.33,5.26,0,-0.005
"4297","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:58:49,"Tank 47","Strauss lab 1",NA,69.553,754,105.9,9.46,165.5,152.4,166.7,6562,108,0.08,-1.9,-1.9,9.55,-243.4,0.4,0.38,1.38,5.47,0,0.004
"4298","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:58:52,"Tank 47","Strauss lab 1",NA,69.533,753.8,106.2,9.5,165.5,152.3,166.7,6564,108,0.08,-1.9,-1.9,9.55,-243.5,0.46,0.44,1,3.88,-0.005,-0.011
"4299","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:58:55,"Tank 47","Strauss lab 1",NA,69.521,753.9,106.5,9.52,165.4,152.3,166.7,6566,108,0.08,-1.9,-1.9,9.55,-243.4,0.42,0.4,1.17,4.61,-0.006,-0.006
"4300","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:58:58,"Tank 47","Strauss lab 1",NA,69.511,753.9,106.8,9.54,165.4,152.3,166.7,6567,108,0.08,-1.9,-1.9,9.55,-243.4,0.38,0.35,1.28,5.07,-0.005,-0.009
"4301","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:59:01,"Tank 47","Strauss lab 1",NA,69.502,753.9,107,9.57,165.4,152.2,166.6,6569,107,0.08,-1.9,-1.9,9.54,-243.3,0.25,0.23,1.31,5.19,-0.004,0.004
"4302","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:59:04,"Tank 47","Strauss lab 1",NA,69.491,753.9,107.2,9.59,165.4,152.2,166.6,6571,107,0.08,-1.9,-1.9,9.54,-243.2,0.21,0.18,1.34,5.31,-0.005,-0.014
"4303","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:59:07,"Tank 47","Strauss lab 1",NA,69.478,753.8,107.4,9.6,165.4,152.2,166.6,6571,107,0.08,-1.9,-1.9,9.54,-243,0.13,0.1,1.28,5.05,-0.004,0.008
"4304","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",10:59:10,"Tank 47","Strauss lab 1",NA,69.463,753.8,107.6,9.62,165.4,152.1,166.6,6573,107,0.08,-1.9,-1.9,9.54,-242.8,0.16,0.14,1.24,4.88,-0.006,0.007
"4305","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",11:00:14,"Tank 47","Strauss lab 1",NA,69.977,753.9,90.6,8.06,165.2,152.9,166.4,6541,107,0.08,-2,-2,9.23,-225.5,0.39,0.37,1.37,5.41,-0.006,0.001
"4306","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",11:00:17,"Tank 47","Strauss lab 1",NA,70.06,753.9,92.1,8.18,165.3,153.1,166.4,6532,107,0.08,-2,-2,9.27,-227.5,0.35,0.33,1.42,5.64,-0.005,-0.006
"4307","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",11:00:20,"Tank 47","Strauss lab 1",NA,70.081,753.8,96.7,8.59,165.3,153.2,166.5,6528,107,0.08,-2,-2,9.3,-229.6,0.41,0.39,2.33,9.41,-0.006,0.001
"4308","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",11:00:23,"Tank 47","Strauss lab 1",NA,70.09,753.9,98,8.7,165.3,153.2,166.5,6528,107,0.08,-2,-2,9.33,-231.4,0.37,0.35,1.24,4.88,-0.005,-0.012
"4309","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",11:00:26,"Tank 47","Strauss lab 1",NA,70.096,753.8,98.9,8.78,165.3,153.2,166.4,6529,107,0.08,-2,-2,9.36,-233.2,0.34,0.32,1.16,4.57,-0.006,-0.008
"4310","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",11:00:29,"Tank 47","Strauss lab 1",NA,70.106,753.8,99.7,8.85,165.2,153.1,166.3,6532,107,0.08,-2,-2,9.4,-235,0.18,0.16,1.31,5.2,-0.002,-0.009
"4311","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",11:00:32,"Tank 47","Strauss lab 1",NA,70.095,753.8,100.4,8.92,165.2,153.1,166.3,6533,107,0.08,-2,-2,9.42,-236.4,0.06,0.03,1.23,4.86,-0.002,0.006
"4312","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",11:04:50,"Tank 36","Strauss lab 1",NA,63.351,753.8,124.7,11.94,153.4,131.2,155.3,7623,100,0.07,-1.2,-1.2,10.42,-290.9,0.19,0.17,2.06,8.28,-0.003,0.004
"4313","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",11:04:53,"Tank 36","Strauss lab 1",NA,63.343,753.8,125,11.97,153.4,131.2,155.3,7623,100,0.07,-1.2,-1.2,10.4,-290.2,0.17,0.15,1.87,7.49,-0.005,-0.013
"4314","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 080422 164541.csv","8/4/22",11:04:56,"Tank 36","Strauss lab 1",NA,63.339,753.8,125.2,12,153.4,131.2,155.3,7623,100,0.07,-1.2,-1.2,10.4,-289.8,0.17,0.14,1.86,7.47,-0.006,-0.016
